"","time","avg.parasites","alive.or.dead","resistance.level","sim.num"
"1464",11,6.32291666666667,"alive","Higher Clearance","12"
"1465",12,5.72916666666667,"alive","Higher Clearance","12"
"1466",13,5.19791666666667,"alive","Higher Clearance","12"
"1467",14,4.6875,"alive","Higher Clearance","12"
"1468",15,4.23958333333333,"alive","Higher Clearance","12"
"1469",16,3.95789473684211,"alive","Higher Clearance","12"
"1470",17,3.48421052631579,"alive","Higher Clearance","12"
"1471",18,3.11578947368421,"alive","Higher Clearance","12"
"1472",19,2.83157894736842,"alive","Higher Clearance","12"
"1473",20,2.52631578947368,"alive","Higher Clearance","12"
"1531",1,14.79,"alive","Higher Infection Resistance","13"
"1532",2,14.6836734693878,"alive","Higher Infection Resistance","13"
"1533",3,14.5408163265306,"alive","Higher Infection Resistance","13"
"1534",4,14.4123711340206,"alive","Higher Infection Resistance","13"
"1535",5,14.2291666666667,"alive","Higher Infection Resistance","13"
"1536",6,14.0520833333333,"alive","Higher Infection Resistance","13"
"1537",7,13.8210526315789,"alive","Higher Infection Resistance","13"
"1538",8,13.6808510638298,"alive","Higher Infection Resistance","13"
"1539",9,13.554347826087,"alive","Higher Infection Resistance","13"
"1540",10,13.4021739130435,"alive","Higher Infection Resistance","13"
"1541",11,13.2417582417582,"alive","Higher Infection Resistance","13"
"1542",12,13.1777777777778,"alive","Higher Infection Resistance","13"
"1543",13,13.0795454545455,"alive","Higher Infection Resistance","13"
"1544",14,13.0227272727273,"alive","Higher Infection Resistance","13"
"1545",15,12.9090909090909,"alive","Higher Infection Resistance","13"
"1546",16,12.8390804597701,"alive","Higher Infection Resistance","13"
"1547",17,12.7441860465116,"alive","Higher Infection Resistance","13"
"1548",18,12.702380952381,"alive","Higher Infection Resistance","13"
"1549",19,12.5595238095238,"alive","Higher Infection Resistance","13"
"1550",20,12.4457831325301,"alive","Higher Infection Resistance","13"
"1581",1,18.92,"alive","Higher Clearance","13"
"1582",2,17.2551020408163,"alive","Higher Clearance","13"
"1583",3,15.4897959183673,"alive","Higher Clearance","13"
"1584",4,14.0204081632653,"alive","Higher Clearance","13"
"1585",5,12.6632653061224,"alive","Higher Clearance","13"
"1586",6,11.2989690721649,"alive","Higher Clearance","13"
"1587",7,10.1958762886598,"alive","Higher Clearance","13"
"1588",8,9.22680412371134,"alive","Higher Clearance","13"
"1589",9,8.4639175257732,"alive","Higher Clearance","13"
"1590",10,7.5360824742268,"alive","Higher Clearance","13"
"1591",11,6.7319587628866,"alive","Higher Clearance","13"
"1592",12,5.91666666666667,"alive","Higher Clearance","13"
"1593",13,5.40625,"alive","Higher Clearance","13"
"1594",14,4.83333333333333,"alive","Higher Clearance","13"
"1595",15,4.36842105263158,"alive","Higher Clearance","13"
"1596",16,3.93684210526316,"alive","Higher Clearance","13"
"1597",17,3.61052631578947,"alive","Higher Clearance","13"
"1598",18,3.11702127659574,"alive","Higher Clearance","13"
"1599",19,2.88297872340426,"alive","Higher Clearance","13"
"1600",20,2.57446808510638,"alive","Higher Clearance","13"
"1660",1,14.86,"alive","Higher Infection Resistance","14"
"1661",2,14.75,"alive","Higher Infection Resistance","14"
"1662",3,14.6464646464646,"alive","Higher Infection Resistance","14"
"1663",4,14.4747474747475,"alive","Higher Infection Resistance","14"
"1664",5,14.340206185567,"alive","Higher Infection Resistance","14"
"1665",6,14.2164948453608,"alive","Higher Infection Resistance","14"
"1666",7,14.0412371134021,"alive","Higher Infection Resistance","14"
"1667",8,13.8762886597938,"alive","Higher Infection Resistance","14"
"1668",9,13.7835051546392,"alive","Higher Infection Resistance","14"
"1669",10,13.6770833333333,"alive","Higher Infection Resistance","14"
"1670",11,13.5833333333333,"alive","Higher Infection Resistance","14"
"1671",12,13.4270833333333,"alive","Higher Infection Resistance","14"
"1672",13,13.3020833333333,"alive","Higher Infection Resistance","14"
"1673",14,13.2,"alive","Higher Infection Resistance","14"
"1674",15,13.1157894736842,"alive","Higher Infection Resistance","14"
"1675",16,12.9578947368421,"alive","Higher Infection Resistance","14"
"1676",17,12.8064516129032,"alive","Higher Infection Resistance","14"
"1677",18,12.7311827956989,"alive","Higher Infection Resistance","14"
"1678",19,12.6344086021505,"alive","Higher Infection Resistance","14"
"1679",20,12.5108695652174,"alive","Higher Infection Resistance","14"
"1710",1,18.82,"alive","Higher Clearance","14"
"1711",2,16.77,"alive","Higher Clearance","14"
"1712",3,15.0816326530612,"alive","Higher Clearance","14"
"1713",4,13.4845360824742,"alive","Higher Clearance","14"
"1714",5,12.1979166666667,"alive","Higher Clearance","14"
"1715",6,11.0210526315789,"alive","Higher Clearance","14"
"1716",7,9.92553191489362,"alive","Higher Clearance","14"
"1717",8,8.98936170212766,"alive","Higher Clearance","14"
"1718",9,8.05376344086022,"alive","Higher Clearance","14"
"1719",10,7.23655913978495,"alive","Higher Clearance","14"
"1720",11,6.35483870967742,"alive","Higher Clearance","14"
"1721",12,5.67391304347826,"alive","Higher Clearance","14"
"1722",13,5.28260869565217,"alive","Higher Clearance","14"
"1723",14,4.67032967032967,"alive","Higher Clearance","14"
"1724",15,4.25274725274725,"alive","Higher Clearance","14"
"1725",16,3.84615384615385,"alive","Higher Clearance","14"
"1726",17,3.50549450549451,"alive","Higher Clearance","14"
"1727",18,3.16483516483516,"alive","Higher Clearance","14"
"1728",19,2.81318681318681,"alive","Higher Clearance","14"
"1729",20,2.48888888888889,"alive","Higher Clearance","14"
"1788",1,15.33,"alive","Higher Infection Resistance","15"
"1789",2,15.23,"alive","Higher Infection Resistance","15"
"1790",3,14.989898989899,"alive","Higher Infection Resistance","15"
"1791",4,14.8787878787879,"alive","Higher Infection Resistance","15"
"1792",5,14.7575757575758,"alive","Higher Infection Resistance","15"
"1793",6,14.5204081632653,"alive","Higher Infection Resistance","15"
"1794",7,14.3265306122449,"alive","Higher Infection Resistance","15"
"1795",8,14.2244897959184,"alive","Higher Infection Resistance","15"
"1796",9,14.1122448979592,"alive","Higher Infection Resistance","15"
"1797",10,14,"alive","Higher Infection Resistance","15"
"1798",11,13.8556701030928,"alive","Higher Infection Resistance","15"
"1799",12,13.7010309278351,"alive","Higher Infection Resistance","15"
"1800",13,13.5670103092784,"alive","Higher Infection Resistance","15"
"1801",14,13.3958333333333,"alive","Higher Infection Resistance","15"
"1802",15,13.2708333333333,"alive","Higher Infection Resistance","15"
"1803",16,13.0842105263158,"alive","Higher Infection Resistance","15"
"1804",17,12.8829787234043,"alive","Higher Infection Resistance","15"
"1805",18,12.7127659574468,"alive","Higher Infection Resistance","15"
"1806",19,12.6344086021505,"alive","Higher Infection Resistance","15"
"1807",20,12.4782608695652,"alive","Higher Infection Resistance","15"
"1838",1,18.56,"alive","Higher Clearance","15"
"1839",2,17.02,"alive","Higher Clearance","15"
"1840",3,15.2828282828283,"alive","Higher Clearance","15"
"1841",4,13.6464646464646,"alive","Higher Clearance","15"
"1842",5,12.2323232323232,"alive","Higher Clearance","15"
"1843",6,11.1734693877551,"alive","Higher Clearance","15"
"1844",7,10.030612244898,"alive","Higher Clearance","15"
"1845",8,9.06122448979592,"alive","Higher Clearance","15"
"1846",9,8.20833333333333,"alive","Higher Clearance","15"
"1847",10,7.42105263157895,"alive","Higher Clearance","15"
"1848",11,6.72631578947368,"alive","Higher Clearance","15"
"1849",12,5.85106382978723,"alive","Higher Clearance","15"
"1850",13,5.18085106382979,"alive","Higher Clearance","15"
"1851",14,4.69148936170213,"alive","Higher Clearance","15"
"1852",15,4.29347826086957,"alive","Higher Clearance","15"
"1853",16,3.97826086956522,"alive","Higher Clearance","15"
"1854",17,3.59782608695652,"alive","Higher Clearance","15"
"1855",18,3.22826086956522,"alive","Higher Clearance","15"
"1856",19,2.91304347826087,"alive","Higher Clearance","15"
"1857",20,2.6304347826087,"alive","Higher Clearance","15"
"1913",1,14.71,"alive","Higher Infection Resistance","16"
"1914",2,14.6020408163265,"alive","Higher Infection Resistance","16"
"1915",3,14.40625,"alive","Higher Infection Resistance","16"
"1916",4,14.3125,"alive","Higher Infection Resistance","16"
"1917",5,14.2,"alive","Higher Infection Resistance","16"
"1918",6,14.1052631578947,"alive","Higher Infection Resistance","16"
"1919",7,14,"alive","Higher Infection Resistance","16"
"1920",8,13.8842105263158,"alive","Higher Infection Resistance","16"
"1921",9,13.7578947368421,"alive","Higher Infection Resistance","16"
"1922",10,13.6105263157895,"alive","Higher Infection Resistance","16"
"1923",11,13.3695652173913,"alive","Higher Infection Resistance","16"
"1924",12,13.3152173913043,"alive","Higher Infection Resistance","16"
"1925",13,13.1758241758242,"alive","Higher Infection Resistance","16"
"1926",14,13.0555555555556,"alive","Higher Infection Resistance","16"
"1927",15,12.8777777777778,"alive","Higher Infection Resistance","16"
"1928",16,12.7444444444444,"alive","Higher Infection Resistance","16"
"1929",17,12.6333333333333,"alive","Higher Infection Resistance","16"
"1930",18,12.5222222222222,"alive","Higher Infection Resistance","16"
"1931",19,12.4222222222222,"alive","Higher Infection Resistance","16"
"1932",20,12.2555555555556,"alive","Higher Infection Resistance","16"
"1963",1,18.42,"alive","Higher Clearance","16"
"1964",2,16.7755102040816,"alive","Higher Clearance","16"
"1965",3,14.8041237113402,"alive","Higher Clearance","16"
"1966",4,13.340206185567,"alive","Higher Clearance","16"
"1967",5,12.0104166666667,"alive","Higher Clearance","16"
"1968",6,10.7157894736842,"alive","Higher Clearance","16"
"1969",7,9.61052631578947,"alive","Higher Clearance","16"
"1970",8,8.71578947368421,"alive","Higher Clearance","16"
"1971",9,7.88421052631579,"alive","Higher Clearance","16"
"1972",10,6.96808510638298,"alive","Higher Clearance","16"
"1973",11,6.20212765957447,"alive","Higher Clearance","16"
"1974",12,5.56382978723404,"alive","Higher Clearance","16"
"1975",13,5.1195652173913,"alive","Higher Clearance","16"
"1976",14,4.71739130434783,"alive","Higher Clearance","16"
"1977",15,4.2967032967033,"alive","Higher Clearance","16"
"1978",16,3.83333333333333,"alive","Higher Clearance","16"
"1979",17,3.54444444444444,"alive","Higher Clearance","16"
"1980",18,3.24444444444444,"alive","Higher Clearance","16"
"1981",19,3.06666666666667,"alive","Higher Clearance","16"
"1982",20,2.8314606741573,"alive","Higher Clearance","16"
"2043",1,15.06,"alive","Higher Infection Resistance","17"
"2044",2,14.9,"alive","Higher Infection Resistance","17"
"2045",3,14.7171717171717,"alive","Higher Infection Resistance","17"
"2046",4,14.5360824742268,"alive","Higher Infection Resistance","17"
"2047",5,14.3854166666667,"alive","Higher Infection Resistance","17"
"2048",6,14.25,"alive","Higher Infection Resistance","17"
"2049",7,14.1458333333333,"alive","Higher Infection Resistance","17"
"2050",8,14.0416666666667,"alive","Higher Infection Resistance","17"
"2051",9,13.8958333333333,"alive","Higher Infection Resistance","17"
"2052",10,13.7083333333333,"alive","Higher Infection Resistance","17"
"2053",11,13.59375,"alive","Higher Infection Resistance","17"
"2054",12,13.468085106383,"alive","Higher Infection Resistance","17"
"2055",13,13.3333333333333,"alive","Higher Infection Resistance","17"
"2056",14,13.2417582417582,"alive","Higher Infection Resistance","17"
"2057",15,13.1098901098901,"alive","Higher Infection Resistance","17"
"2058",16,12.956043956044,"alive","Higher Infection Resistance","17"
"2059",17,12.7888888888889,"alive","Higher Infection Resistance","17"
"2060",18,12.6629213483146,"alive","Higher Infection Resistance","17"
"2061",19,12.4767441860465,"alive","Higher Infection Resistance","17"
"2062",20,12.3488372093023,"alive","Higher Infection Resistance","17"
"2093",1,18.32,"alive","Higher Clearance","17"
"2094",2,16.4343434343434,"alive","Higher Clearance","17"
"2095",3,14.8247422680412,"alive","Higher Clearance","17"
"2096",4,13.2395833333333,"alive","Higher Clearance","17"
"2097",5,11.7395833333333,"alive","Higher Clearance","17"
"2098",6,10.6526315789474,"alive","Higher Clearance","17"
"2099",7,9.58947368421053,"alive","Higher Clearance","17"
"2100",8,8.67368421052632,"alive","Higher Clearance","17"
"2101",9,7.76842105263158,"alive","Higher Clearance","17"
"2102",10,7.04210526315789,"alive","Higher Clearance","17"
"2103",11,6.4,"alive","Higher Clearance","17"
"2104",12,5.79787234042553,"alive","Higher Clearance","17"
"2105",13,5.13829787234043,"alive","Higher Clearance","17"
"2106",14,4.52127659574468,"alive","Higher Clearance","17"
"2107",15,4.21276595744681,"alive","Higher Clearance","17"
"2108",16,3.74468085106383,"alive","Higher Clearance","17"
"2109",17,3.42553191489362,"alive","Higher Clearance","17"
"2110",18,3,"alive","Higher Clearance","17"
"2111",19,2.67021276595745,"alive","Higher Clearance","17"
"2112",20,2.36170212765957,"alive","Higher Clearance","17"
"2169",1,15.34,"alive","Higher Infection Resistance","18"
"2170",2,15.2142857142857,"alive","Higher Infection Resistance","18"
"2171",3,15.1134020618557,"alive","Higher Infection Resistance","18"
"2172",4,14.9587628865979,"alive","Higher Infection Resistance","18"
"2173",5,14.7916666666667,"alive","Higher Infection Resistance","18"
"2174",6,14.6842105263158,"alive","Higher Infection Resistance","18"
"2175",7,14.4395604395604,"alive","Higher Infection Resistance","18"
"2176",8,14.3444444444444,"alive","Higher Infection Resistance","18"
"2177",9,14.2022471910112,"alive","Higher Infection Resistance","18"
"2178",10,14.0449438202247,"alive","Higher Infection Resistance","18"
"2179",11,13.9204545454545,"alive","Higher Infection Resistance","18"
"2180",12,13.735632183908,"alive","Higher Infection Resistance","18"
"2181",13,13.551724137931,"alive","Higher Infection Resistance","18"
"2182",14,13.4367816091954,"alive","Higher Infection Resistance","18"
"2183",15,13.3488372093023,"alive","Higher Infection Resistance","18"
"2184",16,13.2325581395349,"alive","Higher Infection Resistance","18"
"2185",17,13.0833333333333,"alive","Higher Infection Resistance","18"
"2186",18,12.9759036144578,"alive","Higher Infection Resistance","18"
"2187",19,12.8795180722892,"alive","Higher Infection Resistance","18"
"2188",20,12.7469879518072,"alive","Higher Infection Resistance","18"
"2219",1,18.46,"alive","Higher Clearance","18"
"2220",2,16.6938775510204,"alive","Higher Clearance","18"
"2221",3,14.8571428571429,"alive","Higher Clearance","18"
"2222",4,13.1632653061224,"alive","Higher Clearance","18"
"2223",5,11.7113402061856,"alive","Higher Clearance","18"
"2224",6,10.5625,"alive","Higher Clearance","18"
"2225",7,9.51041666666667,"alive","Higher Clearance","18"
"2226",8,8.54736842105263,"alive","Higher Clearance","18"
"2227",9,7.62105263157895,"alive","Higher Clearance","18"
"2228",10,6.93617021276596,"alive","Higher Clearance","18"
"2229",11,6.31182795698925,"alive","Higher Clearance","18"
"2230",12,5.76344086021505,"alive","Higher Clearance","18"
"2231",13,5.23655913978495,"alive","Higher Clearance","18"
"2232",14,4.69565217391304,"alive","Higher Clearance","18"
"2233",15,4.23913043478261,"alive","Higher Clearance","18"
"2234",16,3.76086956521739,"alive","Higher Clearance","18"
"2235",17,3.3804347826087,"alive","Higher Clearance","18"
